datetime (UTC),"coordinates (lat,lon)",model (name),model elevation (surface),utc_offset (hrs),temperature (degC),dewpoint_temperature (degC),wind_speed (m/s),mean_sea_level_pressure (Pa)
2023-07-03 21:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,15.16,8.11,1.85,101258.85
2023-07-03 22:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,14.39,7.73,1.73,101262.28
2023-07-03 23:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,13.89,7.54,2.14,101269.02
2023-07-04 00:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,13.74,7.42,2.70,101268.88
2023-07-04 01:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,13.64,7.81,3.08,101232.82
2023-07-04 02:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,13.79,8.30,3.24,101247.74
2023-07-04 03:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,13.38,8.82,3.40,101268.74
2023-07-04 04:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,13.90,9.73,3.74,101288.30
2023-07-04 05:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,15.70,10.97,3.70,101311.49
2023-07-04 06:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,17.71,11.84,3.99,101332.21
2023-07-04 07:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,19.21,10.85,5.06,101369.22
2023-07-04 08:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,20.06,10.11,5.00,101388.58
2023-07-04 09:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,20.90,9.55,4.92,101379.34
2023-07-04 10:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,21.87,9.48,4.32,101361.00
2023-07-04 11:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,22.65,9.16,4.73,101368.14
2023-07-04 12:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,23.52,8.79,4.77,101347.57
2023-07-04 13:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,23.88,8.07,4.93,101325.23
2023-07-04 14:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,24.01,7.94,5.69,101355.19
2023-07-04 15:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,23.68,7.78,4.84,101323.33
2023-07-04 16:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,23.51,7.74,3.87,101306.06
2023-07-04 17:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,23.11,7.60,3.07,101325.45
2023-07-04 18:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,21.82,9.03,1.57,101375.09
2023-07-04 19:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,21.64,6.37,2.08,101426.01
2023-07-04 20:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,19.85,7.16,2.19,101489.75
2023-07-04 21:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,19.02,7.37,2.40,101488.08
2023-07-04 22:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,13.94,8.30,1.74,101464.43
2023-07-04 23:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,14.02,8.13,1.78,101479.57
2023-07-05 00:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,14.06,8.33,2.44,101420.90
2023-07-05 01:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,13.68,8.29,2.66,101370.54
2023-07-05 02:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,13.81,8.16,3.32,101310.52
2023-07-05 03:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,13.86,7.90,3.60,101243.67
2023-07-05 04:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,14.22,8.33,3.58,101175.49
2023-07-05 05:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,16.26,9.42,4.08,101132.08
2023-07-05 06:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,18.98,9.98,4.36,101099.22
2023-07-05 07:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,21.24,10.21,4.34,101087.19
2023-07-05 08:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,22.57,10.39,4.45,101076.90
2023-07-05 09:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,24.07,10.96,4.48,101069.99
2023-07-05 10:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,24.49,11.85,3.39,101080.08
2023-07-05 11:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,22.11,13.83,3.84,101108.85
2023-07-05 12:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,20.79,15.28,4.39,101103.39
2023-07-05 13:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,20.79,14.76,4.77,101108.57
2023-07-05 14:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,22.06,12.78,5.15,101091.93
2023-07-05 15:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,22.95,10.46,5.66,101130.65
2023-07-05 16:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,22.93,8.59,5.60,101185.55
2023-07-05 17:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,22.11,7.21,4.90,101259.36
2023-07-05 18:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,20.77,6.99,4.51,101357.23
2023-07-05 19:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,19.15,6.40,3.32,101452.43
2023-07-05 20:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,16.52,7.03,2.00,101533.26
2023-07-05 21:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,14.43,7.47,2.25,101555.73
2023-07-05 22:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,13.58,7.27,2.07,101627.64
2023-07-05 23:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,12.77,7.06,1.78,101649.20
2023-07-06 00:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,11.67,6.91,1.69,101698.88
2023-07-06 01:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,11.02,6.96,1.71,101716.76
2023-07-06 02:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,10.54,7.16,1.60,101698.20
2023-07-06 03:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,10.34,7.15,1.39,101723.30
2023-07-06 04:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,11.30,7.67,1.63,101777.20
2023-07-06 05:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,13.33,8.48,1.91,101782.37
2023-07-06 06:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,16.18,8.52,1.67,101810.63
2023-07-06 07:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,18.00,8.71,2.00,101833.78
2023-07-06 08:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,19.17,8.36,2.46,101847.20
2023-07-06 09:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,19.48,8.69,3.24,101849.89
2023-07-06 10:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,20.62,8.11,1.99,101857.14
2023-07-06 11:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,21.06,8.24,2.34,101848.47
2023-07-06 12:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,21.89,8.00,2.34,101854.20
2023-07-06 13:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,22.25,7.79,2.43,101838.24
2023-07-06 14:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,22.30,8.22,2.40,101840.40
2023-07-06 15:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,22.91,8.01,2.47,101841.09
2023-07-06 16:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,22.90,8.07,2.28,101836.73
2023-07-06 17:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,22.76,8.17,1.89,101835.03
2023-07-06 18:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,21.91,8.43,1.20,101876.28
2023-07-06 19:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,19.35,9.74,2.04,101921.86
2023-07-06 20:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,16.74,8.74,2.25,101985.31
2023-07-06 21:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,14.36,8.85,2.43,102019.05
2023-07-06 22:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,13.21,8.09,2.03,102065.38
2023-07-06 23:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,12.98,7.93,2.11,102106.66
2023-07-07 00:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,12.02,8.03,2.18,102116.09
2023-07-07 01:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,10.93,7.81,2.09,102134.90
2023-07-07 02:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,10.46,7.85,2.01,102137.02
2023-07-07 03:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,10.09,7.67,1.69,102156.95
2023-07-07 04:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,11.01,8.05,1.32,102162.07
2023-07-07 05:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,14.35,9.71,1.67,102183.82
2023-07-07 06:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,18.00,10.22,1.05,102228.82
2023-07-07 07:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,20.83,10.08,1.04,102251.11
2023-07-07 08:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,22.73,9.03,1.30,102253.47
2023-07-07 09:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,23.83,8.89,1.53,102243.25
2023-07-07 10:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,24.99,8.06,1.54,102230.97
2023-07-07 11:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,25.33,7.65,1.10,102216.03
2023-07-07 12:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,26.26,7.91,0.85,102193.15
2023-07-07 13:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,26.98,7.92,0.93,102161.41
2023-07-07 14:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,27.07,8.23,1.29,102120.58
2023-07-07 15:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,27.13,8.68,1.36,102111.64
2023-07-07 16:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,27.41,8.74,2.02,102074.49
2023-07-07 17:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,26.78,9.20,2.65,102064.99
2023-07-07 18:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,25.47,9.06,2.56,102069.92
2023-07-07 19:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,22.78,9.79,2.23,102080.50
2023-07-07 20:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,20.22,9.68,2.13,102125.23
2023-07-07 21:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,18.48,9.88,2.18,102163.94
2023-07-07 22:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,17.87,9.86,2.07,102138.36
2023-07-07 23:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,17.16,10.18,2.32,102102.12
2023-07-08 00:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,16.59,10.26,2.60,102097.34
2023-07-08 01:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,16.34,10.19,2.86,102081.94
2023-07-08 02:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,15.97,10.04,2.78,102054.55
2023-07-08 03:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,15.86,9.60,2.73,102044.03
2023-07-08 04:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,15.77,9.31,2.67,102060.02
2023-07-08 05:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,18.05,10.27,2.66,102065.59
2023-07-08 06:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,20.98,10.87,2.09,102082.84
2023-07-08 07:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,23.49,11.13,1.95,102101.06
2023-07-08 08:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,25.65,10.89,1.71,102089.72
2023-07-08 09:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,27.31,10.25,1.32,102079.89
2023-07-08 10:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,28.10,9.09,1.15,102049.03
2023-07-08 11:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,28.76,8.39,1.66,102035.62
2023-07-08 12:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,29.36,8.18,1.81,102008.81
2023-07-08 13:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,29.82,8.04,1.61,101982.02
2023-07-08 14:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,29.87,8.11,1.56,101945.40
2023-07-08 15:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,29.97,8.00,1.50,101939.04
2023-07-08 16:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,30.15,7.79,1.64,101915.43
2023-07-08 17:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,29.52,8.60,2.02,101892.50
2023-07-08 18:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,27.96,7.86,1.79,101891.60
2023-07-08 19:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,25.83,8.58,2.29,101901.52
2023-07-08 20:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,22.93,9.13,2.59,101963.25
2023-07-08 21:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,21.12,9.40,2.18,101994.41
2023-07-08 22:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,19.13,9.85,1.37,102036.42
2023-07-08 23:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,17.67,10.17,1.57,102057.50
2023-07-09 00:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,16.05,10.45,1.42,102055.96
2023-07-09 01:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,15.25,10.52,1.19,102038.95
2023-07-09 02:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,14.79,10.63,1.18,102047.67
2023-07-09 03:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,14.28,10.70,1.40,102050.20
2023-07-09 04:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,14.90,10.91,1.69,102074.45
2023-07-09 05:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,18.00,12.04,1.86,102098.74
2023-07-09 06:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,21.51,13.24,1.24,102109.35
2023-07-09 07:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,24.67,12.42,0.83,102135.64
2023-07-09 08:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,27.12,11.93,0.58,102120.24
2023-07-09 09:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,28.92,10.81,1.30,102115.06
2023-07-09 10:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,30.11,9.75,2.22,102098.25
2023-07-09 11:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,30.83,9.46,1.64,102065.10
2023-07-09 12:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,31.08,9.50,1.28,102019.12
2023-07-09 13:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,31.72,9.41,1.28,101988.53
2023-07-09 14:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,31.89,9.20,1.66,101974.09
2023-07-09 15:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,31.87,9.12,1.79,101936.58
2023-07-09 16:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,31.80,9.22,2.34,101886.55
2023-07-09 17:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,31.02,9.82,2.64,101846.96
2023-07-09 18:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,29.02,10.66,2.04,101838.13
2023-07-09 19:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,25.86,11.06,1.92,101892.97
2023-07-09 20:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,23.66,11.03,2.27,101937.36
2023-07-09 21:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,22.94,11.09,2.68,101915.26
2023-07-09 22:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,22.22,11.66,2.82,101934.84
2023-07-09 23:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,21.25,11.55,3.01,101880.35
2023-07-10 00:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,20.87,11.69,2.76,101849.46
2023-07-10 01:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,21.07,11.69,1.23,101916.46
2023-07-10 02:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,20.84,11.66,1.66,101899.16
2023-07-10 03:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,20.48,11.78,2.09,101876.93
2023-07-10 04:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,20.18,11.86,2.67,101857.92
2023-07-10 05:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,20.58,12.86,3.54,101830.08
2023-07-10 06:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,21.88,13.78,3.65,101777.73
2023-07-10 07:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,23.64,14.02,3.87,101727.10
2023-07-10 08:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,26.10,14.41,4.02,101702.85
2023-07-10 09:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,28.50,14.49,3.85,101682.34
2023-07-10 10:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,29.49,14.65,0.20,101670.98
2023-07-10 11:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,27.69,15.84,2.86,101699.86
2023-07-10 12:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,26.85,16.25,4.20,101705.54
2023-07-10 13:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,26.42,17.25,5.70,101693.95
2023-07-10 14:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,24.60,17.76,5.89,101850.13
2023-07-10 15:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,22.83,17.97,5.19,101891.81
2023-07-10 16:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,23.08,18.76,4.34,101859.19
2023-07-10 17:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,23.65,18.54,4.06,101906.69
2023-07-10 18:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,22.51,17.39,3.29,101916.16
2023-07-10 19:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,21.39,16.84,2.88,101947.18
2023-07-10 20:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,20.28,16.31,2.32,101977.84
2023-07-10 21:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,18.73,15.80,2.24,101998.43
2023-07-10 22:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,17.83,14.49,1.52,101980.60
2023-07-10 23:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,16.87,14.20,1.43,101984.97
2023-07-11 00:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,16.16,13.88,1.39,101985.55
2023-07-11 01:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,15.06,13.35,1.51,101977.29
2023-07-11 02:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,14.01,12.76,1.42,101979.69
2023-07-11 03:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,13.63,12.34,1.58,102001.98
2023-07-11 04:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,14.47,12.93,0.61,101998.47
2023-07-11 05:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,16.93,14.46,0.81,101998.37
2023-07-11 06:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,19.58,14.09,1.12,101977.89
2023-07-11 07:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,21.47,14.16,1.62,101939.82
2023-07-11 08:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,23.11,13.41,1.63,101891.87
2023-07-11 09:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,24.39,13.07,1.48,101842.09
2023-07-11 10:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,25.73,13.35,1.75,101749.89
2023-07-11 11:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,26.98,12.79,1.36,101681.38
2023-07-11 12:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,28.46,12.38,1.26,101613.51
2023-07-11 13:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,29.28,12.31,1.03,101511.91
2023-07-11 14:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,29.70,12.78,1.10,101463.58
2023-07-11 15:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,29.91,13.16,1.18,101334.79
2023-07-11 16:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,30.39,13.37,1.04,101290.97
2023-07-11 17:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,30.16,14.07,1.50,101190.85
2023-07-11 18:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,28.70,13.97,2.63,101132.21
2023-07-11 19:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,26.79,13.84,3.14,101144.62
2023-07-11 20:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,24.81,13.77,3.18,101128.30
2023-07-11 21:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,23.87,13.79,3.49,101128.53
2023-07-11 22:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,23.71,13.61,3.28,101013.94
2023-07-11 23:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,23.81,13.39,4.03,100986.29
2023-07-12 00:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,23.19,13.62,4.25,100977.66
2023-07-12 01:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,22.51,14.15,4.59,101033.99
2023-07-12 02:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,21.88,14.99,3.61,100977.00
2023-07-12 03:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,21.55,15.26,2.98,100864.62
2023-07-12 04:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,21.04,15.47,2.85,100849.24
2023-07-12 05:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,20.04,16.31,3.92,100893.81
2023-07-12 06:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,20.79,16.73,4.47,100914.33
2023-07-12 07:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,22.08,17.37,6.58,100984.64
2023-07-12 08:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,23.52,17.61,6.60,101008.71
2023-07-12 09:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,24.28,17.71,5.23,101036.18
2023-07-12 10:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,25.19,16.19,3.77,101113.11
2023-07-12 11:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,25.98,16.39,3.78,101010.12
2023-07-12 12:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,26.25,16.06,5.09,100982.16
2023-07-12 13:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,26.86,15.48,5.01,101044.33
2023-07-12 14:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,27.19,14.11,3.90,101074.23
2023-07-12 15:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,27.04,13.33,3.25,101070.39
2023-07-12 16:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,26.85,13.03,3.45,101079.23
2023-07-12 17:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,26.24,12.83,2.97,101076.68
2023-07-12 18:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,25.10,13.78,1.91,101101.23
2023-07-12 19:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,23.07,13.89,1.88,101126.88
2023-07-12 20:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,21.11,14.13,1.84,101159.79
2023-07-12 21:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,20.42,13.10,1.72,101222.35
2023-07-12 22:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,19.82,12.10,3.46,101251.93
2023-07-12 23:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,19.47,11.62,3.45,101289.14
2023-07-13 00:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,19.00,11.13,2.50,101323.39
2023-07-13 01:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,18.09,11.53,1.87,101320.14
2023-07-13 02:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,17.75,11.03,1.29,101334.38
2023-07-13 03:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,17.37,10.33,1.47,101359.86
2023-07-13 04:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,16.83,10.66,1.04,101387.42
2023-07-13 05:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,17.27,10.90,1.63,101413.25
2023-07-13 06:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,18.60,11.28,1.79,101477.00
2023-07-13 07:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,20.00,11.54,2.29,101508.66
2023-07-13 08:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,21.15,11.22,2.43,101513.22
2023-07-13 09:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,22.13,11.23,2.33,101542.36
2023-07-13 10:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,22.70,10.22,2.37,101544.90
2023-07-13 11:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,23.14,9.81,1.99,101572.02
2023-07-13 12:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,23.60,9.81,2.17,101557.82
2023-07-13 13:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,24.24,9.54,2.83,101523.78
2023-07-13 14:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,25.06,9.60,3.32,101525.38
2023-07-13 15:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,24.96,7.93,3.62,101544.34
2023-07-13 16:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,25.14,6.58,3.71,101522.25
2023-07-13 17:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,24.57,5.84,3.34,101536.72
2023-07-13 18:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,22.98,6.86,3.21,101572.29
2023-07-13 19:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,21.01,7.95,3.47,101665.48
2023-07-13 20:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,18.64,8.66,2.80,101783.83
2023-07-13 21:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,16.55,9.44,1.65,101840.63
2023-07-13 22:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,16.25,9.80,0.68,101868.57
2023-07-13 23:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,15.41,9.51,1.51,101910.06
2023-07-14 00:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,13.96,9.20,1.85,101932.27
2023-07-14 01:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,13.42,9.11,1.41,101926.17
2023-07-14 02:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,13.41,9.15,1.40,101945.80
2023-07-14 03:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,12.98,9.08,1.46,101953.86
2023-07-14 04:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,13.02,9.40,1.72,101960.21
2023-07-14 05:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,14.80,10.32,1.33,101975.02
2023-07-14 06:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,17.09,9.94,1.09,101976.32
2023-07-14 07:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,19.23,10.03,0.97,101957.88
2023-07-14 08:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,21.04,9.77,0.65,101926.96
