datetime (UTC),"coordinates (lat,lon)",model (name),model elevation (surface),utc_offset (hrs),temperature (degC),dewpoint_temperature (degC),wind_speed (m/s),mean_sea_level_pressure (Pa)
2023-01-01 00:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,15.27,7.35,6.28,101551.12
2023-01-01 01:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,15.11,7.06,6.04,101596.62
2023-01-01 02:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,14.68,6.58,5.69,101640.34
2023-01-01 03:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,14.12,6.32,5.62,101682.76
2023-01-01 04:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,14.08,6.28,5.69,101657.46
2023-01-01 05:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,13.59,6.11,5.83,101667.89
2023-01-01 06:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,13.12,5.96,5.86,101696.50
2023-01-01 07:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,12.98,5.91,5.86,101762.62
2023-01-01 08:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,13.04,5.98,5.75,101820.75
2023-01-01 09:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,13.64,6.31,5.83,101882.85
2023-01-01 10:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,14.48,6.00,4.94,101921.13
2023-01-01 11:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,15.23,6.32,5.22,101928.31
2023-01-01 12:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,15.55,6.50,5.19,101925.81
2023-01-01 13:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,15.51,6.58,4.80,101889.56
2023-01-01 14:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,15.37,6.48,4.44,101895.42
2023-01-01 15:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,14.71,6.24,3.79,101979.68
2023-01-01 16:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,13.96,6.14,3.22,102022.68
2023-01-01 17:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,13.27,6.15,3.29,102016.60
2023-01-01 18:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,12.89,6.05,3.31,102045.88
2023-01-01 19:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,13.00,6.12,3.27,102040.32
2023-01-01 20:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,12.95,6.24,2.86,102059.08
2023-01-01 21:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,12.24,6.28,2.87,101995.03
2023-01-01 22:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,12.40,6.38,2.60,101970.26
2023-01-01 23:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,12.04,6.15,3.31,101926.03
2023-01-02 00:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,11.93,5.79,3.88,101864.57
2023-01-02 01:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,12.13,5.41,3.86,101819.44
2023-01-02 02:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,12.25,5.17,3.88,101835.79
2023-01-02 03:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,12.08,4.99,4.60,101798.54
2023-01-02 04:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,11.71,4.84,5.04,101690.00
2023-01-02 05:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,11.40,4.73,4.82,101653.82
2023-01-02 06:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,11.10,4.45,4.28,101726.80
2023-01-02 07:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,10.83,4.28,4.25,101750.55
2023-01-02 08:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,10.55,4.30,4.25,101756.47
2023-01-02 09:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,11.26,4.64,4.16,101768.77
2023-01-02 10:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,11.66,5.21,3.82,101795.76
2023-01-02 11:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,12.55,5.62,3.57,101794.13
2023-01-02 12:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,13.58,5.09,3.77,101757.43
2023-01-02 13:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,14.16,4.61,4.01,101739.40
2023-01-02 14:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,13.76,4.24,3.93,101769.65
2023-01-02 15:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,13.06,4.15,3.41,101799.57
2023-01-02 16:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,12.44,4.37,2.94,101850.14
2023-01-02 17:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,12.36,4.70,3.07,101886.53
2023-01-02 18:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,11.93,5.38,3.60,101970.36
2023-01-02 19:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,11.76,6.29,3.75,101993.35
2023-01-02 20:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,11.17,7.09,3.75,102055.54
2023-01-02 21:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,10.23,7.29,4.93,102128.52
2023-01-02 22:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,9.60,7.30,4.14,102275.19
2023-01-02 23:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,9.08,7.16,3.36,102394.11
2023-01-03 00:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,8.64,6.36,3.14,102467.22
2023-01-03 01:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,8.16,5.85,3.28,102512.13
2023-01-03 02:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,7.44,5.25,3.59,102561.11
2023-01-03 03:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,7.21,4.65,3.73,102608.87
2023-01-03 04:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,6.81,4.25,3.59,102665.29
2023-01-03 05:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,6.60,4.00,3.48,102729.55
2023-01-03 06:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,6.12,3.58,3.15,102778.30
2023-01-03 07:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,5.56,3.23,2.97,102834.13
2023-01-03 08:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,5.29,3.01,3.04,102913.65
2023-01-03 09:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,5.78,3.18,3.20,102953.61
2023-01-03 10:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,6.96,3.89,3.79,102959.88
2023-01-03 11:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,7.59,3.69,3.75,102968.94
2023-01-03 12:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,7.74,3.18,3.69,102927.99
2023-01-03 13:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,7.85,2.49,3.50,102913.89
2023-01-03 14:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,7.41,2.06,2.99,102902.63
2023-01-03 15:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,6.17,1.68,2.06,102930.82
2023-01-03 16:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,3.88,0.86,1.54,102956.72
2023-01-03 17:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,3.19,0.40,1.74,102983.18
2023-01-03 18:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,1.97,-0.41,1.86,103012.34
2023-01-03 19:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,1.97,-0.33,2.15,103020.79
2023-01-03 20:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,1.91,-0.29,2.36,103023.99
2023-01-03 21:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,2.11,-0.13,2.59,102999.24
2023-01-03 22:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,2.31,0.46,2.71,102992.32
2023-01-03 23:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,1.83,0.03,2.69,102972.24
2023-01-04 00:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,1.60,-0.17,2.87,102896.88
2023-01-04 01:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,1.63,-0.28,2.99,102830.59
2023-01-04 02:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,1.60,-0.46,3.12,102801.67
2023-01-04 03:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,1.71,-0.41,3.80,102715.18
2023-01-04 04:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,1.69,-0.38,4.21,102615.92
2023-01-04 05:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,2.14,-0.13,4.77,102526.93
2023-01-04 06:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,2.63,0.01,5.24,102426.48
2023-01-04 07:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,3.41,0.42,5.53,102316.08
2023-01-04 08:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,4.50,0.84,5.87,102246.21
2023-01-04 09:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,5.38,0.96,6.50,102172.86
2023-01-04 10:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,5.72,2.16,6.27,102084.45
2023-01-04 11:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,6.17,2.70,6.32,101994.92
2023-01-04 12:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,7.02,3.26,6.51,101866.76
2023-01-04 13:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,7.17,3.59,6.98,101792.51
2023-01-04 14:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,7.27,4.24,7.23,101711.95
2023-01-04 15:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,7.51,4.73,7.36,101659.51
2023-01-04 16:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,7.93,5.22,7.47,101587.47
2023-01-04 17:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,8.46,5.59,7.69,101503.51
2023-01-04 18:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,8.99,5.67,7.80,101437.45
2023-01-04 19:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,9.45,5.70,8.00,101386.47
2023-01-04 20:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,9.76,5.95,8.02,101335.68
2023-01-04 21:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,10.15,6.05,8.35,101292.56
2023-01-04 22:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,10.20,6.34,7.52,101216.88
2023-01-04 23:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,10.39,6.44,7.77,101165.29
2023-01-05 00:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,10.38,6.36,7.77,101144.71
2023-01-05 01:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,9.76,6.32,8.28,101157.13
2023-01-05 02:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,9.31,6.14,7.94,101192.21
2023-01-05 03:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,9.40,5.98,7.70,101164.70
2023-01-05 04:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,9.15,5.88,7.65,101172.67
2023-01-05 05:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,8.95,5.80,7.58,101203.48
2023-01-05 06:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,8.49,5.64,7.31,101236.75
2023-01-05 07:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,8.68,5.31,7.43,101275.12
2023-01-05 08:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,8.71,5.10,7.57,101367.98
2023-01-05 09:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,8.83,5.19,7.82,101416.48
2023-01-05 10:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,8.82,5.08,7.25,101478.13
2023-01-05 11:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,8.45,5.26,7.23,101505.19
2023-01-05 12:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,8.49,5.39,7.65,101568.68
2023-01-05 13:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,8.64,5.90,6.91,101632.88
2023-01-05 14:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,8.55,5.66,6.68,101676.10
2023-01-05 15:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,7.89,5.62,6.19,101775.17
2023-01-05 16:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,7.49,5.29,5.96,101877.15
2023-01-05 17:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,7.09,5.08,5.68,101935.78
2023-01-05 18:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,6.84,5.05,5.37,101988.82
2023-01-05 19:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,6.60,4.97,5.05,102042.69
2023-01-05 20:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,6.40,4.92,4.44,102092.03
2023-01-05 21:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,6.22,4.87,3.54,102145.48
2023-01-05 22:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,5.77,4.54,1.40,102220.80
2023-01-05 23:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,5.44,4.61,1.27,102228.77
2023-01-06 00:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,5.09,4.52,1.00,102230.44
2023-01-06 01:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,5.43,4.79,0.77,102208.09
2023-01-06 02:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,5.69,4.90,1.04,102200.24
2023-01-06 03:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,5.81,4.86,1.49,102163.16
2023-01-06 04:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,5.75,4.66,2.03,102094.90
2023-01-06 05:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,5.80,4.63,2.39,102045.21
2023-01-06 06:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,5.96,4.76,2.79,102003.92
2023-01-06 07:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,6.34,5.13,2.95,101957.50
2023-01-06 08:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,6.93,5.78,3.37,101951.50
2023-01-06 09:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,7.86,6.56,3.77,101935.00
2023-01-06 10:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,8.73,7.26,2.87,101938.92
2023-01-06 11:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,9.28,7.57,3.25,101863.81
2023-01-06 12:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,9.47,7.69,4.11,101817.79
2023-01-06 13:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,9.36,6.96,4.96,101788.69
2023-01-06 14:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,9.23,6.26,4.72,101822.30
2023-01-06 15:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,9.22,5.88,4.83,101860.72
2023-01-06 16:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,9.20,5.79,4.93,101885.16
2023-01-06 17:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,9.02,5.93,4.83,101934.73
2023-01-06 18:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,8.53,5.72,4.75,101969.45
2023-01-06 19:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,7.89,5.45,4.48,102033.66
2023-01-06 20:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,7.60,5.38,4.23,102041.17
2023-01-06 21:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,7.48,5.29,3.84,102075.91
2023-01-06 22:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,8.05,5.09,3.23,102078.02
2023-01-06 23:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,7.83,5.18,3.14,102106.92
2023-01-07 00:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,7.34,5.09,3.11,102106.52
2023-01-07 01:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,6.81,4.91,2.92,102076.00
2023-01-07 02:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,6.55,4.70,2.99,102061.87
2023-01-07 03:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,6.34,4.61,3.14,102044.82
2023-01-07 04:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,6.44,4.71,2.93,102021.53
2023-01-07 05:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,6.44,4.73,2.61,101994.17
2023-01-07 06:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,6.60,4.72,2.32,101993.38
2023-01-07 07:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,6.81,4.84,2.43,101976.88
2023-01-07 08:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,7.26,5.00,2.67,101968.72
2023-01-07 09:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,7.91,5.31,2.85,101952.52
2023-01-07 10:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,8.45,5.76,2.12,101915.28
2023-01-07 11:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,9.28,5.77,2.23,101850.41
2023-01-07 12:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,9.82,5.42,2.28,101771.64
2023-01-07 13:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,9.54,5.21,2.36,101684.65
2023-01-07 14:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,9.26,4.90,2.60,101638.41
2023-01-07 15:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,8.72,4.26,3.23,101603.13
2023-01-07 16:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,8.27,3.81,3.65,101556.60
2023-01-07 17:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,8.10,3.67,3.73,101522.26
2023-01-07 18:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,7.69,3.59,3.77,101464.16
2023-01-07 19:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,7.12,3.52,3.83,101422.78
2023-01-07 20:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,6.70,3.55,3.87,101366.88
2023-01-07 21:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,6.18,3.42,3.82,101324.90
2023-01-07 22:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,5.77,3.25,3.82,101292.76
2023-01-07 23:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,5.39,3.12,3.85,101262.05
2023-01-08 00:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,4.96,2.89,3.77,101229.38
2023-01-08 01:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,4.95,2.82,3.91,101182.00
2023-01-08 02:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,4.85,2.63,4.00,101154.39
2023-01-08 03:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,4.67,2.49,4.34,101102.23
2023-01-08 04:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,4.33,2.36,4.71,101071.38
2023-01-08 05:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,4.23,2.51,4.92,101015.32
2023-01-08 06:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,4.31,2.63,4.58,100971.60
2023-01-08 07:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,4.45,2.60,4.69,100987.34
2023-01-08 08:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,4.67,2.50,4.82,100971.55
2023-01-08 09:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,4.85,2.62,4.91,100927.74
2023-01-08 10:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,5.39,2.64,4.05,100887.20
2023-01-08 11:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,6.05,2.60,4.36,100870.03
2023-01-08 12:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,6.26,2.77,4.21,100791.39
2023-01-08 13:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,6.51,2.98,4.18,100736.73
2023-01-08 14:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,6.44,2.87,4.06,100729.90
2023-01-08 15:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,6.17,2.89,4.17,100690.34
2023-01-08 16:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,6.01,2.89,4.25,100699.35
2023-01-08 17:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,5.72,2.87,4.39,100675.06
2023-01-08 18:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,5.43,2.76,4.28,100614.46
2023-01-08 19:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,5.21,2.72,4.03,100533.81
2023-01-08 20:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,4.95,2.60,3.90,100510.25
2023-01-08 21:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,4.57,2.44,3.57,100442.44
2023-01-08 22:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,4.19,2.43,3.22,100365.52
2023-01-08 23:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,4.38,2.51,3.70,100303.41
2023-01-09 00:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,4.31,2.45,3.99,100269.02
2023-01-09 01:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,4.22,2.42,4.05,100177.75
2023-01-09 02:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,3.88,2.24,4.36,100087.85
2023-01-09 03:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,4.13,2.35,4.05,100009.93
2023-01-09 04:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,4.04,2.55,3.59,99982.06
2023-01-09 05:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,3.97,2.75,3.76,99996.17
2023-01-09 06:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,3.96,2.90,3.79,99965.32
2023-01-09 07:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,3.96,2.90,3.91,99946.05
2023-01-09 08:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,4.03,2.79,3.55,99983.51
2023-01-09 09:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,4.50,2.88,3.48,100001.81
2023-01-09 10:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,5.97,3.71,3.23,100064.83
2023-01-09 11:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,6.78,4.50,4.23,100109.99
2023-01-09 12:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,6.92,4.44,4.21,100145.44
2023-01-09 13:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,6.95,3.66,3.45,100191.27
2023-01-09 14:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,6.58,3.26,3.10,100254.33
2023-01-09 15:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,6.19,2.94,2.79,100300.18
2023-01-09 16:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,5.72,2.71,2.52,100371.00
2023-01-09 17:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,5.17,2.37,2.68,100398.43
2023-01-09 18:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,4.90,2.02,2.78,100440.59
2023-01-09 19:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,4.59,1.86,2.89,100500.92
2023-01-09 20:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,4.51,1.98,3.36,100602.36
2023-01-09 21:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,4.37,2.09,3.79,100668.76
2023-01-09 22:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,5.03,2.52,2.99,100769.91
2023-01-09 23:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,5.11,2.44,3.06,100846.74
2023-01-10 00:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,4.97,2.27,2.65,100907.61
2023-01-10 01:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,4.98,2.28,2.91,100977.13
2023-01-10 02:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,5.01,2.33,3.80,101063.21
2023-01-10 03:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,4.96,2.33,4.32,101155.01
2023-01-10 04:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,4.77,2.36,4.04,101291.23
2023-01-10 05:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,4.60,2.38,3.85,101405.96
2023-01-10 06:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,4.49,2.46,3.90,101516.65
2023-01-10 07:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,4.30,2.39,4.16,101634.15
2023-01-10 08:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,4.19,2.33,4.31,101763.83
2023-01-10 09:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,4.58,2.70,4.45,101855.52
2023-01-10 10:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,5.01,3.16,4.19,101936.30
2023-01-10 11:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,5.19,3.22,4.79,101962.71
2023-01-10 12:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,5.37,2.83,4.15,101981.67
2023-01-10 13:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,5.64,2.58,4.14,102043.50
2023-01-10 14:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,5.44,2.45,3.66,102091.38
2023-01-10 15:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,4.96,2.01,3.12,102098.67
2023-01-10 16:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,4.60,1.55,2.65,102127.20
2023-01-10 17:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,4.04,1.16,2.10,102117.65
2023-01-10 18:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,3.09,0.45,2.39,102112.95
2023-01-10 19:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,2.88,0.24,2.85,102155.18
2023-01-10 20:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,2.57,0.15,3.19,102105.05
2023-01-10 21:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,2.25,-0.14,3.32,102063.77
2023-01-10 22:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,2.28,-0.36,3.37,102031.73
2023-01-10 23:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,2.11,-0.61,3.89,101956.71
2023-01-11 00:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,1.85,-0.88,4.13,101890.12
2023-01-11 01:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,1.86,-0.84,4.35,101819.84
2023-01-11 02:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,2.05,-0.75,4.68,101758.20
2023-01-11 03:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,2.15,-0.67,4.70,101683.53
2023-01-11 04:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,2.60,-0.36,4.64,101628.57
2023-01-11 05:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,3.42,0.28,4.77,101552.20
2023-01-11 06:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,3.80,0.65,4.80,101521.09
2023-01-11 07:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,3.85,0.91,4.85,101493.36
2023-01-11 08:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,4.44,1.42,5.02,101495.95
2023-01-11 09:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,5.20,2.05,5.06,101432.34
2023-01-11 10:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,6.33,2.88,4.63,101396.48
2023-01-11 11:00:00,"(51.049329, 13.738144)",era5,281.66,1.00,6.92,3.49,4.89,101343.77
